Id,y
45790,1
45791,9
45792,5
45793,6
45794,1
45795,9
45796,8
45797,3
45798,0
45799,4
45800,2
45801,2
45802,4
45803,3
45804,1
45805,6
45806,5
45807,7
45808,1
45809,4
45810,7
45811,3
45812,7
45813,7
45814,7
45815,7
45816,0
45817,9
45818,5
45819,6
45820,9
45821,3
45822,1
45823,8
45824,7
45825,4
45826,4
45827,0
45828,0
45829,3
45830,9
45831,7
45832,1
45833,0
45834,0
45835,6
45836,4
45837,5
45838,4
45839,5
45840,6
45841,4
45842,2
45843,1
45844,4
45845,6
45846,2
45847,9
45848,7
45849,7
45850,2
45851,6
45852,9
45853,3
45854,5
45855,9
45856,4
45857,6
45858,6
45859,9
45860,2
45861,0
45862,4
45863,1
45864,1
45865,4
45866,7
45867,5
45868,2
45869,0
45870,4
45871,2
45872,7
45873,2
45874,2
45875,7
45876,1
45877,6
45878,3
45879,8
45880,9
45881,4
45882,9
45883,2
45884,0
45885,4
45886,0
45887,6
45888,2
45889,9
45890,1
45891,6
45892,8
45893,3
45894,4
45895,3
45896,4
45897,0
45898,2
45899,3
45900,1
45901,8
45902,9
45903,6
45904,4
45905,3
45906,5
45907,6
45908,5
45909,0
45910,9
45911,7
45912,4
45913,8
45914,9
45915,1
45916,6
45917,3
45918,3
45919,9
45920,8
45921,2
45922,6
45923,9
45924,1
45925,6
45926,1
45927,7
45928,6
45929,2
45930,9
45931,6
45932,5
45933,9
45934,2
45935,3
45936,3
45937,1
45938,3
45939,9
45940,5
45941,1
45942,0
45943,9
45944,8
45945,7
45946,1
45947,3
45948,9
45949,2
45950,6
45951,6
45952,8
45953,7
45954,2
45955,9
45956,1
45957,4
45958,7
45959,9
45960,4
45961,3
45962,3
45963,1
45964,0
45965,3
45966,6
45967,7
45968,9
45969,7
45970,7
45971,0
45972,0
45973,3
45974,7
45975,8
45976,3
45977,2
45978,1
45979,4
45980,1
45981,6
45982,5
45983,0
45984,7
45985,7
45986,4
45987,0
45988,6
45989,6
45990,2
45991,1
45992,7
45993,4
45994,9
45995,4
45996,5
45997,9
45998,3
45999,9
46000,1
46001,2
46002,1
46003,8
46004,7
46005,9
46006,4
46007,3
46008,6
46009,5
46010,1
46011,6
46012,0
46013,5
46014,0
46015,4
46016,3
46017,7
46018,9
46019,4
46020,7
46021,0
46022,9
46023,1
46024,7
46025,3
46026,0
46027,7
46028,2
46029,4
46030,3
46031,3
46032,0
46033,8
46034,9
46035,7
46036,2
46037,4
46038,5
46039,8
46040,8
46041,6
46042,3
46043,6
46044,1
46045,2
46046,4
46047,3
46048,7
46049,3
46050,4
46051,0
46052,7
46053,0
46054,9
46055,4
46056,9
46057,5
46058,2
46059,9
46060,8
46061,1
46062,6
46063,5
46064,2
46065,5
46066,1
46067,5
46068,8
46069,7
46070,3
46071,6
46072,3
46073,3
46074,4
46075,5
46076,2
46077,1
46078,1
46079,1
46080,2
46081,8
46082,2
46083,8
46084,8
46085,8
46086,6
46087,2
46088,8
46089,4
46090,2
46091,9
46092,1
46093,4
46094,1
46095,1
46096,7
46097,6
46098,1
46099,4
46100,7
46101,6
46102,2
46103,3
46104,6
46105,9
46106,7
46107,6
46108,2
46109,7
46110,0
46111,2
46112,3
46113,5
46114,0
46115,7
46116,9
46117,2
46118,7
46119,5
46120,7
46121,0
46122,8
46123,9
46124,9
46125,7
46126,4
46127,4
46128,2
46129,6
46130,8
46131,7
46132,4
46133,1
46134,7
46135,9
46136,4
46137,0
46138,4
46139,6
46140,7
46141,3
46142,2
46143,4
46144,6
46145,6
46146,1
46147,7
46148,0
46149,6
46150,3
46151,5
46152,5
46153,2
46154,4
46155,9
46156,9
46157,8
46158,1
46159,8
46160,4
46161,3
46162,7
46163,0
46164,8
46165,3
46166,6
46167,2
46168,6
46169,2
46170,3
46171,0
46172,1
46173,3
46174,1
46175,0
46176,3
46177,0
46178,1
46179,4
46180,8
46181,1
46182,3
46183,8
46184,8
46185,1
46186,9
46187,6
46188,0
46189,4
46190,3
46191,0
46192,3
46193,7
46194,8
46195,3
46196,9
46197,3
46198,3
46199,0
46200,9
46201,3
46202,3
46203,4
46204,6
46205,0
46206,9
46207,7
46208,4
46209,1
46210,8
46211,4
46212,0
46213,4
46214,7
46215,7
46216,6
46217,1
46218,1
46219,7
46220,6
46221,2
46222,6
46223,0
46224,5
46225,2
46226,1
46227,6
46228,6
46229,5
46230,9
46231,3
46232,9
46233,3
46234,7
46235,6
46236,5
46237,1
46238,1
46239,5
46240,1
46241,6
46242,0
46243,6
46244,0
46245,5
46246,8
46247,4
46248,9
46249,6
46250,9
46251,3
46252,0
46253,9
46254,0
46255,7
46256,9
46257,7
46258,4
46259,0
46260,0
46261,0
46262,2
46263,2
46264,6
46265,7
46266,6
46267,0
46268,6
46269,0
46270,4
46271,3
46272,2
46273,1
46274,8
46275,6
46276,7
46277,0
46278,9
46279,8
46280,9
46281,2
46282,8
46283,6
46284,3
46285,8
46286,6
46287,2
46288,7
46289,1
46290,4
46291,4
46292,6
46293,0
46294,3
46295,4
46296,7
46297,3
46298,3
46299,8
46300,9
46301,5
46302,4
46303,6
46304,9
46305,8
46306,1
46307,8
46308,9
46309,3
46310,2
46311,4
46312,1
46313,2
46314,2
46315,5
46316,6
46317,8
46318,7
46319,3
46320,6
46321,2
46322,7
46323,4
46324,5
46325,4
46326,8
46327,1
46328,9
46329,0
46330,7
46331,4
46332,6
46333,0
46334,0
46335,3
46336,3
46337,3
46338,6
46339,1
46340,4
46341,3
46342,8
46343,2
46344,2
46345,8
46346,4
46347,9
46348,8
46349,9
46350,9
46351,6
46352,3
46353,7
46354,0
46355,2
46356,1
46357,9
46358,6
46359,3
46360,9
46361,1
46362,9
46363,8
46364,6
46365,9
46366,5
46367,2
46368,2
46369,1
46370,6
46371,9
46372,9
46373,1
46374,9
46375,3
46376,9
46377,1
46378,5
46379,3
46380,6
46381,4
46382,7
46383,0
46384,2
46385,5
46386,6
46387,9
46388,1
46389,1
46390,1
46391,5
46392,2
46393,0
46394,3
46395,9
46396,8
46397,7
46398,0
46399,1
46400,8
46401,9
46402,1
46403,8
46404,6
46405,5
46406,0
46407,8
46408,8
46409,0
46410,1
46411,9
46412,2
46413,0
46414,1
46415,0
46416,6
46417,9
46418,7
46419,9
46420,1
46421,0
46422,3
46423,0
46424,1
46425,1
46426,6
46427,4
46428,2
46429,4
46430,3
46431,6
46432,2
46433,9
46434,9
46435,7
46436,3
46437,6
46438,9
46439,6
46440,8
46441,8
46442,5
46443,0
46444,2
46445,2
46446,7
46447,5
46448,2
46449,3
46450,3
46451,7
46452,1
46453,9
46454,3
46455,3
46456,3
46457,4
46458,1
46459,0
46460,4
46461,9
46462,8
46463,1
46464,6
46465,4
46466,1
46467,8
46468,7
46469,0
46470,5
46471,0
46472,2
46473,1
46474,7
46475,3
46476,6
46477,6
46478,7
46479,8
46480,9
46481,6
46482,2
46483,9
46484,4
46485,1
46486,1
46487,8
46488,3
46489,5
46490,5
46491,6
46492,9
46493,4
46494,0
46495,4
46496,2
46497,6
46498,4
46499,3
46500,4
46501,6
46502,4
46503,5
46504,5
46505,4
46506,9
46507,3
46508,9
46509,5
46510,3
46511,6
46512,7
46513,9
46514,9
46515,5
46516,6
46517,2
46518,7
46519,1
46520,2
46521,2
46522,4
46523,1
46524,3
46525,1
46526,0
46527,4
46528,8
46529,4
46530,9
46531,2
46532,2
46533,7
46534,1
46535,8
46536,0
46537,1
46538,6
46539,4
46540,9
46541,1
46542,8
46543,2
46544,8
46545,0
46546,8
46547,1
46548,7
46549,9
46550,1
46551,0
46552,8
46553,5
46554,6
46555,2
46556,3
46557,4
46558,3
46559,7
46560,7
46561,3
46562,6
46563,3
46564,7
46565,1
46566,4
46567,4
46568,3
46569,2
46570,4
46571,1
46572,5
46573,5
46574,1
46575,2
46576,0
46577,6
46578,9
46579,2
46580,7
46581,8
46582,1
46583,1
46584,6
46585,6
46586,8
46587,4
46588,6
46589,7
46590,7
46591,4
46592,1
46593,7
46594,1
46595,9
46596,6
46597,9
46598,9
46599,7
46600,1
46601,1
46602,9
46603,6
46604,3
46605,2
46606,6
46607,0
46608,2
46609,0
46610,1
46611,6
46612,2
46613,8
46614,9
46615,7
46616,9
46617,4
46618,0
46619,0
46620,1
46621,1
46622,1
46623,4
46624,9
46625,1
46626,8
46627,4
46628,9
46629,0
46630,1
46631,9
46632,2
46633,8
46634,1
46635,4
46636,7
46637,7
46638,3
46639,6
46640,0
46641,4
46642,3
46643,9
46644,1
46645,9
46646,6
46647,5
46648,1
46649,5
46650,1
46651,3
46652,4
46653,8
46654,2
46655,8
46656,5
46657,1
46658,3
46659,0
46660,3
46661,6
46662,1
46663,4
46664,5
46665,7
46666,4
46667,1
46668,1
46669,4
46670,1
46671,1
46672,9
46673,8
46674,9
46675,6
46676,6
46677,7
46678,0
46679,4
46680,2
46681,2
46682,7
46683,8
46684,4
46685,1
46686,8
46687,6
46688,8
46689,2
46690,8
46691,3
46692,2
46693,5
46694,4
46695,9
46696,1
46697,1
46698,4
46699,1
46700,7
46701,0
46702,1
46703,4
46704,1
46705,7
46706,6
46707,0
46708,2
46709,1
46710,7
46711,8
46712,4
46713,3
46714,4
46715,3
46716,9
46717,8
46718,0
46719,5
46720,4
46721,5
46722,7
46723,1
46724,9
46725,1
46726,6
46727,7
46728,4
46729,2
46730,1
46731,9
46732,3
46733,9
46734,6
46735,8
46736,4
46737,9
46738,8
46739,8
46740,1
46741,1
46742,5
46743,8
46744,7
46745,2
46746,6
46747,5
46748,6
46749,4
46750,1
46751,7
46752,6
46753,7
46754,3
46755,9
46756,7
46757,0
46758,5
46759,4
46760,6
46761,3
46762,1
46763,9
46764,1
46765,7
46766,3
46767,3
46768,5
46769,5
46770,8
46771,2
46772,9
46773,3
46774,2
46775,6
46776,3
46777,3
46778,9
46779,6
46780,9
46781,0
46782,3
46783,1
46784,7
46785,4
46786,3
46787,7
46788,6
46789,6
46790,4
46791,9
46792,2
46793,0
46794,9
46795,2
46796,3
46797,9
46798,4
46799,6
46800,1
46801,9
46802,1
46803,4
46804,1
46805,7
46806,3
46807,6
46808,3
46809,1
46810,8
46811,9
46812,9
46813,4
46814,1
46815,2
46816,4
46817,5
46818,1
46819,9
46820,6
46821,1
46822,6
46823,4
46824,1
46825,7
46826,0
46827,7
46828,5
46829,1
46830,9
46831,0
46832,6
46833,7
46834,5
46835,9
46836,5
46837,3
46838,2
46839,6
46840,3
46841,4
46842,4
46843,5
46844,4
46845,8
46846,7
46847,5
46848,5
46849,6
46850,4
46851,0
46852,1
46853,9
46854,9
46855,3
46856,9
46857,8
46858,3
46859,6
46860,0
46861,1
46862,0
46863,9
46864,3
46865,0
46866,1
46867,4
46868,1
46869,8
46870,6
46871,4
46872,1
46873,1
46874,2
46875,8
46876,2
46877,5
46878,3
46879,2
46880,4
46881,0
46882,5
46883,9
46884,8
46885,0
46886,0
46887,8
46888,0
46889,3
46890,2
46891,3
46892,8
46893,1
46894,3
46895,1
46896,2
46897,4
46898,0
46899,7
46900,1
46901,3
46902,7
46903,2
46904,1
46905,9
46906,1
46907,7
46908,6
46909,3
46910,4
46911,8
46912,0
46913,4
46914,1
46915,5
46916,0
46917,1
46918,1
46919,4
46920,1
46921,9
46922,7
46923,0
46924,1
46925,3
46926,5
46927,7
46928,1
46929,3
46930,4
46931,0
46932,1
46933,9
46934,1
46935,7
46936,9
46937,8
46938,8
46939,0
46940,1
46941,0
46942,5
46943,7
46944,4
46945,2
46946,4
46947,8
46948,4
46949,1
46950,0
46951,7
46952,1
46953,1
46954,6
46955,6
46956,1
46957,2
46958,2
46959,3
46960,3
46961,4
46962,2
46963,6
46964,6
46965,0
46966,6
46967,5
46968,1
46969,4
46970,0
46971,9
46972,3
46973,7
46974,9
46975,3
46976,5
46977,2
46978,9
46979,0
46980,3
46981,6
46982,9
46983,3
46984,3
46985,5
46986,0
46987,3
46988,7
46989,3
46990,7
46991,6
46992,7
46993,6
46994,4
46995,7
46996,5
46997,3
46998,2
46999,0
47000,1
47001,7
47002,3
47003,9
47004,1
47005,8
47006,2
47007,6
47008,3
47009,9
47010,1
47011,6
47012,3
47013,1
47014,9
47015,0
47016,3
47017,3
47018,3
47019,4
47020,9
47021,4
47022,3
47023,0
47024,1
47025,1
47026,7
47027,6
47028,6
47029,1
47030,5
47031,6
47032,7
47033,4
47034,2
47035,8
47036,1
47037,8
47038,8
47039,7
47040,1
47041,8
47042,2
47043,6
47044,6
47045,7
47046,0
47047,2
47048,7
47049,0
47050,5
47051,9
47052,2
47053,3
47054,4
47055,5
47056,7
47057,0
47058,0
47059,0
47060,0
47061,4
47062,9
47063,3
47064,5
47065,3
47066,1
47067,7
47068,0
47069,3
47070,1
47071,7
47072,1
47073,6
47074,3
47075,2
47076,7
47077,4
47078,1
47079,3
47080,3
47081,3
47082,9
47083,1
47084,4
47085,5
47086,9
47087,2
47088,7
47089,9
47090,5
47091,8
47092,0
47093,2
47094,8
47095,3
47096,1
47097,1
47098,7
47099,3
47100,3
47101,8
47102,2
47103,6
47104,8
47105,0
47106,4
47107,6
47108,3
47109,0
47110,9
47111,1
47112,2
47113,6
47114,5
47115,4
47116,7
47117,3
47118,3
47119,3
47120,5
47121,2
47122,7
47123,7
47124,7
47125,2
47126,0
47127,2
47128,5
47129,7
47130,7
47131,2
47132,1
47133,4
47134,6
47135,8
47136,7
47137,3
47138,2
47139,1
47140,5
47141,1
47142,3
47143,0
47144,6
47145,9
47146,3
47147,9
47148,9
47149,5
47150,4
47151,2
47152,0
47153,8
47154,9
47155,8
47156,3
47157,0
47158,6
47159,1
47160,5
47161,6
47162,0
47163,6
47164,7
47165,2
47166,7
47167,5
47168,1
47169,0
47170,9
47171,3
47172,0
47173,9
47174,2
47175,3
47176,0
47177,2
47178,3
47179,1
47180,7
47181,7
47182,5
47183,0
47184,6
47185,6
47186,2
47187,8
47188,2
47189,6
47190,1
47191,6
47192,9
47193,7
47194,7
47195,6
47196,9
47197,6
47198,6
47199,8
47200,2
47201,2
47202,9
47203,4
47204,9
47205,5
47206,4
47207,8
47208,7
47209,4
47210,9
47211,4
47212,2
47213,1
47214,4
47215,4
47216,0
47217,7
47218,7
47219,9
47220,2
47221,3
47222,0
47223,9
47224,9
47225,1
47226,4
47227,9
47228,6
47229,3
47230,5
47231,7
47232,2
47233,3
47234,1
47235,1
47236,9
47237,1
47238,1
47239,6
47240,2
47241,1
47242,3
47243,7
47244,9
47245,6
47246,9
47247,6
47248,3
47249,5
47250,6
47251,0
47252,2
47253,6
47254,8
47255,7
47256,6
47257,8
47258,3
47259,2
47260,8
47261,7
47262,6
47263,9
47264,3
47265,6
47266,1
47267,7
47268,4
47269,9
47270,3
47271,8
47272,1
47273,1
47274,6
47275,8
47276,1
47277,6
47278,0
47279,9
47280,3
47281,2
47282,0
47283,5
47284,9
47285,7
47286,7
47287,7
47288,3
47289,1
47290,4
47291,7
47292,6
47293,6
47294,2
47295,8
47296,4
47297,4
47298,1
47299,4
47300,1
47301,8
47302,1
47303,2
47304,9
47305,3
47306,9
47307,7
47308,9
47309,4
47310,6
47311,1
47312,6
47313,2
47314,8
47315,9
47316,3
47317,6
47318,1
47319,4
47320,7
47321,4
47322,4
47323,6
47324,5
47325,1
47326,3
47327,3
47328,9
47329,3
47330,8
47331,6
47332,8
47333,3
47334,0
47335,8
47336,3
47337,3
47338,1
47339,1
47340,1
47341,5
47342,1
47343,2
47344,9
47345,1
47346,1
47347,5
47348,8
47349,4
47350,1
47351,7
47352,6
47353,0
47354,3
47355,3
47356,6
47357,0
47358,6
47359,0
47360,5
47361,8
47362,4
47363,5
47364,4
47365,4
47366,4
47367,5
47368,6
47369,6
47370,1
47371,7
47372,4
47373,1
47374,2
47375,8
47376,0
47377,0
47378,7
47379,8
47380,2
47381,2
47382,2
47383,9
47384,2
47385,2
47386,4
47387,0
47388,2
47389,3
47390,5
47391,3
47392,2
47393,8
47394,1
47395,1
47396,4
47397,8
47398,1
47399,0
47400,4
47401,1
47402,2
47403,0
47404,5
47405,6
47406,6
47407,2
47408,9
47409,5
47410,0
47411,2
47412,3
47413,1
47414,1
47415,1
47416,1
47417,6
47418,6
47419,5
47420,9
47421,4
47422,0
47423,8
47424,4
47425,1
47426,6
47427,0
47428,9
47429,2
47430,7
47431,9
47432,5
47433,9
47434,3
47435,1
47436,8
47437,0
47438,8
47439,9
47440,6
47441,2
47442,1
47443,3
47444,3
47445,1
47446,0
47447,2
47448,6
47449,6
47450,6
47451,6
47452,9
47453,3
47454,0
47455,1
47456,3
47457,1
47458,7
47459,9
47460,0
47461,1
47462,9
47463,7
47464,5
47465,7
47466,2
47467,0
47468,1
47469,3
47470,3
47471,8
47472,4
47473,1
47474,3
47475,8
47476,3
47477,3
47478,3
47479,4
47480,0
47481,1
47482,3
47483,6
47484,2
47485,9
47486,4
47487,4
47488,9
47489,7
47490,5
47491,7
47492,4
47493,2
47494,3
47495,8
47496,6
47497,3
47498,5
47499,7
47500,3
47501,2
47502,8
47503,0
47504,7
47505,1
47506,7
47507,2
47508,0
47509,6
47510,7
47511,4
47512,7
47513,0
47514,3
47515,3
47516,5
47517,7
47518,6
47519,9
47520,9
47521,6
47522,4
47523,6
47524,6
47525,5
47526,5
47527,5
47528,1
47529,5
47530,5
47531,3
47532,5
47533,1
47534,4
47535,1
47536,1
47537,9
47538,7
47539,7
47540,9
47541,6
47542,5
47543,0
47544,2
47545,6
47546,7
47547,2
47548,6
47549,6
47550,8
47551,2
47552,4
47553,8
47554,1
47555,1
47556,9
47557,5
47558,5
47559,9
47560,0
47561,8
47562,3
47563,1
47564,2
47565,1
47566,0
47567,8
47568,3
47569,6
47570,9
47571,9
47572,6
47573,4
47574,1
47575,2
47576,2
47577,5
47578,0
47579,0
47580,5
47581,2
47582,9
47583,5
47584,9
47585,3
47586,4
47587,1
47588,7
47589,5
47590,9
47591,3
47592,7
47593,1
47594,4
47595,6
47596,4
47597,8
47598,7
47599,3
47600,0
47601,6
47602,2
47603,6
47604,7
47605,3
47606,6
47607,2
47608,8
47609,4
47610,1
47611,6
47612,9
47613,9
47614,0
47615,5
47616,6
47617,2
47618,4
47619,6
47620,7
47621,7
47622,5
47623,1
47624,8
47625,5
47626,0
47627,1
47628,3
47629,6
47630,7
47631,3
47632,1
47633,2
47634,6
47635,4
47636,0
47637,3
47638,2
47639,1
47640,7
47641,9
47642,1
47643,4
47644,3
47645,2
47646,7
47647,0
47648,5
47649,1
47650,4
47651,0
47652,7
47653,5
47654,9
47655,9
47656,6
47657,8
47658,6
47659,4
47660,2
47661,3
47662,4
47663,9
47664,3
47665,1
47666,1
47667,8
47668,4
47669,1
47670,2
47671,6
47672,7
47673,3
47674,6
47675,6
47676,8
47677,0
47678,0
47679,7
47680,2
47681,1
47682,1
47683,2
47684,6
47685,0
47686,9
47687,9
47688,9
47689,8
47690,8
47691,2
47692,0
47693,1
47694,9
47695,8
47696,0
47697,1
47698,7
47699,4
47700,5
47701,6
47702,9
47703,5
47704,7
47705,7
47706,4
47707,8
47708,9
47709,7
47710,1
47711,1
47712,6
47713,4
47714,2
47715,7
47716,0
47717,8
47718,2
47719,2
47720,0
47721,7
47722,2
47723,0
47724,3
47725,2
47726,7
47727,4
47728,6
47729,9
47730,0
47731,2
47732,3
47733,1
47734,7
47735,8
47736,3
47737,2
47738,4
47739,8
47740,4
47741,4
47742,3
47743,8
47744,4
47745,2
47746,8
47747,6
47748,4
47749,7
47750,2
47751,4
47752,5
47753,6
47754,1
47755,1
47756,0
47757,2
47758,4
47759,7
47760,0
47761,6
47762,3
47763,4
47764,8
47765,9
47766,4
47767,3
47768,5
47769,0
47770,0
47771,0
47772,4
47773,9
47774,5
47775,2
47776,7
47777,5
47778,7
47779,3
47780,1
47781,9
47782,5
47783,4
47784,8
47785,1
47786,9
47787,0
47788,7
47789,3
47790,3
47791,2
47792,2
47793,1
47794,2
47795,1
47796,6
47797,1
47798,6
47799,1
47800,8
47801,3
47802,8
47803,5
47804,4
47805,3
47806,3
47807,3
47808,4
47809,6
47810,0
47811,7
47812,0
47813,5
47814,0
47815,3
47816,1
47817,2
47818,3
47819,9
47820,3
47821,2
47822,1
47823,7
47824,8
47825,4
47826,2
47827,3
47828,5
47829,9
47830,4
47831,0
47832,3
47833,7
47834,1
47835,8
47836,1
47837,3
47838,8
47839,4
47840,2
47841,0
47842,0
47843,6
47844,2
47845,8
47846,2
47847,6
47848,3
47849,2
47850,1
47851,6
47852,3
47853,5
47854,4
47855,6
47856,7
47857,3
47858,6
47859,7
47860,6
47861,9
47862,7
47863,6
47864,4
47865,2
47866,7
47867,5
47868,6
47869,1
47870,2
47871,8
47872,4
47873,0
47874,7
47875,7
47876,6
47877,4
47878,3
47879,7
47880,8
47881,3
47882,0
47883,0
47884,3
47885,4
47886,8
47887,1
47888,1
47889,7
47890,6
47891,7
47892,7
47893,4
47894,5
47895,2
47896,7
47897,1
47898,3
47899,0
47900,4
47901,4
47902,3
47903,2
47904,1
47905,2
47906,2
47907,7
47908,8
47909,4
47910,5
47911,0
47912,4
47913,3
47914,1
47915,6
47916,7
47917,1
47918,0
47919,5
47920,6
47921,8
47922,0
47923,8
47924,9
47925,2
47926,1
47927,2
47928,4
47929,1
47930,3
47931,4
47932,5
47933,0
47934,8
47935,7
47936,1
47937,6
47938,6
47939,7
47940,0
47941,3
47942,7
47943,8
47944,9
47945,2
47946,2
47947,8
47948,4
47949,7
47950,2
47951,7
47952,7
47953,8
47954,2
47955,6
47956,3
47957,5
47958,3
47959,1
47960,0
47961,7
47962,8
47963,1
47964,0
47965,5
47966,6
47967,5
47968,2
47969,6
47970,1
47971,8
47972,1
47973,8
47974,0
47975,4
47976,7
47977,8
47978,8
47979,3
47980,4
47981,4
47982,1
47983,6
47984,9
47985,8
47986,4
47987,7
47988,9
47989,6
47990,8
47991,3
47992,2
47993,4
47994,3
47995,9
47996,7
47997,6
47998,9
47999,2
48000,4
48001,4
48002,8
48003,0
48004,3
48005,6
48006,6
48007,4
48008,3
48009,4
48010,7
48011,8
48012,8
48013,4
48014,8
48015,6
48016,3
48017,0
48018,1
48019,3
48020,6
48021,9
48022,7
48023,9
48024,1
48025,1
48026,0
48027,0
48028,4
48029,2
48030,1
48031,1
48032,6
48033,0
48034,6
48035,7
48036,6
48037,2
48038,2
48039,5
48040,3
48041,7
48042,5
48043,7
48044,2
48045,0
48046,3
48047,7
48048,9
48049,6
48050,2
48051,9
48052,1
48053,3
48054,7
48055,1
48056,4
48057,0
48058,3
48059,1
48060,9
48061,6
48062,3
48063,8
48064,6
48065,5
48066,7
48067,0
48068,0
48069,4
48070,9
48071,0
48072,3
48073,1
48074,6
48075,4
48076,2
48077,2
48078,7
48079,5
48080,1
48081,1
48082,2
48083,1
48084,1
48085,9
48086,1
48087,1
48088,8
48089,3
48090,3
48091,1
48092,1
48093,5
48094,9
48095,6
48096,9
48097,4
48098,1
48099,4
48100,0
48101,8
48102,1
48103,6
48104,6
48105,5
48106,1
48107,3
48108,3
48109,9
48110,1
48111,5
48112,8
48113,8
48114,0
48115,7
48116,8
48117,5
48118,9
48119,6
48120,1
48121,1
